ZorgproductOmschrijving;Tarief
Niertransplantatie met meer dan 28 verpleegdagen bij ernstig falen van nier (bij kind);42955,81
Niertransplantatie met maximaal 28 verpleegdagen bij ernstig falen van nier (bij kind);20007,06
Orgaantransplantatie met meer dan 28 verpleegdagen bij ernstig falen van nier/ lever/ darm/ alvleesklier (bij kind);82654,36
Orgaantransplantatie met maximaal 28 verpleegdagen bij ernstig falen van nier/ lever/ darm/ alvleesklier (bij kind);54017,7
Tijdens operatie afgebroken orgaantransplantatie bij ernstig falen van nier/ lever/ darm/ alvleesklier (bij kind);8819,34
Op operatiekamer afgebroken orgaantransplantatie bij ernstig falen van nier/ lever/ darm/ alvleesklier (bij kind);7259,46
Verwijderen van getransplanteerd orgaan (bij kind);10167,7
Nazorg na orgaantransplantatie met specifieke onderzoeken met meer dan 5 verpleegdagen (bij kind);20689,65
Nazorg na orgaantransplantatie met specifieke onderzoeken met maximaal 5 verpleegdagen (bij kind);8624,38
Uitgebreide nazorg na orgaantransplantatie met specifieke onderzoeken tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling (bij kind);6103,77
Nazorg na orgaantransplantatie met specifieke onderzoeken met meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling (bij kind);4046,68
Nazorg na orgaantransplantatie met specifieke onderzoeken met maximaal 2 polikliniekbezoeken/ consultaties op afstand (bij kind);1520,9
Nazorg na orgaantransplantatie met ziekenhuisopname (bij kind);10231,33
Uitgebreide nazorg na orgaantransplantatie tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling (bij kind);2206,65
Nazorg na orgaantransplantatie met meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling (bij kind);2114,61
Nazorg na orgaantransplantatie met maximaal 2 polikliniekbezoeken/ consultaties op afstand (bij kind);1273,47
Voorbereidend onderzoek en besluitvorming of pati?nt in aanmerking komt voor levertransplantatie met meer dan 28 verpleegdagen bij ernstig falen van lever;62219,14
Voorbereidend onderzoek en besluitvorming of pati?nt in aanmerking komt voor levertransplantatie met 6 tot maximaal 28 verpleegdagen bij ernstig falen van lever;21052,81
Voorbereidend onderzoek en besluitvorming of pati?nt in aanmerking komt voor levertransplantatie met maximaal 5 verpleegdagen bij ernstig falen van lever;9676,08
Voorbereidend onderzoek en besluitvorming of pati?nt in aanmerking komt voor levertransplantatie tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling bij ernstig falen van lever;4195,14
Voorbereidend onderzoek of pati?nt in aanmerking komt voor levertransplantatie met meer dan 28 verpleegdagen bij ernstig falen van lever;61597,67
Voorbereidend onderzoek of pati?nt in aanmerking komt voor levertransplantatie met 6 tot maximaal 28 verpleegdagen bij ernstig falen van lever;20431,34
Voorbereidend onderzoek of pati?nt in aanmerking komt voor levertransplantatie met maximaal 5 verpleegdagen bij ernstig falen van lever;9054,61
Voorbereidend onderzoek of pati?nt in aanmerking komt voor levertransplantatie tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling bij ernstig falen van lever;3573,67
Besluitvorming of pati?nt in aanmerking komt voor levertransplantatie met ziekenhuisopname bij ernstig falen van lever;7194,33
Besluitvorming of pati?nt in aanmerking komt voor levertransplantatie tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling bij ernstig falen van lever;2180,46
Vervolgonderzoek tijdens wachtlijstperiode voor levertransplantatie met ziekenhuisopname bij ernstig falen van lever;21060,82
Uitgebreid vervolgonderzoek tijdens wachtlijstperiode voor levertransplantatie tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling bij ernstig falen van lever;5189,77
Vervolgonderzoek tijdens wachtlijstperiode voor levertransplantatie met meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij ernstig falen van lever;3170,35
Vervolgonderzoek tijdens wachtlijstperiode voor levertransplantatie met maximaal 2 polikliniekbezoeken/ consultaties op afstand bij ernstig falen van lever;885,19
Voorbereidend onderzoek en besluitvorming of pati?nt in aanmerking komt voor orgaantransplantatie met meer dan 5 verpleegdagen bij ernstig falen van nier/ darm/ alvleesklier;12801,09
Voorbereidend onderzoek en besluitvorming of pati?nt in aanmerking komt voor orgaantransplantatie met maximaal 5 verpleegdagen bij ernstig falen van nier/ darm/ alvleesklier;4469,67
Voorbereidend onderzoek en besluitvorming of pati?nt in aanmerking komt voor orgaantransplantatie tijdens polibezoek/ consultatie op afstand/ dagbehandeling bij ernstig falen nier/ darm/ alvleesklier;2129,23
Voorbereidend onderzoek of pati?nt in aanmerking komt voor orgaantransplantatie met meer dan 5 verpleegdagen bij ernstig falen van nier/ darm/ alvleesklier;12179,62
Voorbereidend onderzoek of pati?nt in aanmerking komt voor orgaantransplantatie met maximaal 5 verpleegdagen bij ernstig falen van nier/ darm/ alvleesklier;3848,2
Voorbereidend onderzoek of pati?nt in aanmerking komt voor orgaantransplantatie tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling bij ernstig falen van nier/ darm/ alvleesklier;1507,76
Besluitvorming of pati?nt in aanmerking komt voor orgaantransplantatie met ziekenhuisopname bij ernstig falen van nier/ darm/ alvleesklier;3771,35
Besluitvorming of pati?nt in aanmerking komt voor orgaantransplantatie tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling bij ernstig falen van nier/ darm/ alvleesklier;1173,26
Vervolgonderzoek tijdens wachtlijstperiode voor orgaantransplantatie met ziekenhuisopname bij ernstig falen van nier/ darm/ alvleesklier;8195,11
Uitgebreid vervolgonderzoek tijdens wachtlijstperiode voor orgaantransplantatie tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling bij ernstig falen van nier/ darm/ alvleesklier;3280,55
Vervolgonderzoek tijdens wachtlijstperiode voor orgaantransplantatie met meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling bij ernstig falen van nier/ darm/ alvleesklier;2348,77
Vervolgonderzoek tijdens wachtlijstperiode voor orgaantransplantatie met maximaal 2 polikliniekbezoeken/ consultaties op afstand bij ernstig falen van nier/ darm/ alvleesklier;991,62
Darmtransplantatie bij ernstig falen van darm;38319,73
Levertransplantatie mbv een overleden donor met meer dan 28 verpleegdagen bij ernstig falen van lever;74881,3
Levertransplantatie mbv een overleden donor met maximaal 28 verpleegdagen bij ernstig falen van lever;44198,3
Levertransplantatie mbv een levende donor met meer dan 28 verpleegdagen bij ernstig falen van lever;74881,3
Levertransplantatie mbv een levende donor met maximaal 28 verpleegdagen bij ernstig falen van lever;44198,3
Alvleeskliertransplantatie bij ernstig falen van alvleesklier;16004,59
Eilandjestransplantatie bij ernstig falen van alvleesklier;2070,73
Niertransplantatie mbv een overleden donor met meer dan 28 verpleegdagen bij ernstig falen van nier;43035,93
Niertransplantatie mbv een overleden donor met maximaal 28 verpleegdagen bij ernstig falen van nier;20041,38
Niertransplantatie mbv een levende donor met meer dan 28 verpleegdagen bij ernstig falen van nier;42873,51
Niertransplantatie mbv een levende donor met maximaal 28 verpleegdagen bij ernstig falen van nier;17428,22
Gecombineerde orgaantransplantatie met meer dan 28 verpleegdagen bij ernstig falen van nier/ lever/ darm/ alvleesklier;81562,76
Gecombineerde orgaantransplantatie met maximaal 28 verpleegdagen bij ernstig falen van nier/ lever/ darm/ alvleesklier;50879,76
Tijdens operatie afgebroken orgaantransplantatie bij ernstig falen van nier/ lever/ darm/ alvleesklier;8106,13
Op operatiekamer afgebroken orgaantransplantatie bij ernstig falen van nier/ lever/ darm/ alvleesklier;6672,4
Verwijderen van getransplanteerd orgaan;3924,07
Nazorg na orgaantransplantatie met specifieke onderzoeken met meer dan 5 verpleegdagen;20748,35
Nazorg na orgaantransplantatie met specifieke onderzoeken met maximaal 5 verpleegdagen;7412,81
Uitgebreide nazorg na orgaantransplantatie met specifieke onderzoeken tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling;5610,17
Nazorg na orgaantransplantatie met specifieke onderzoeken met meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling;3026,35
Nazorg na orgaantransplantatie met specifieke onderzoeken met maximaal 2 polikliniekbezoeken/ consultaties op afstand;873,26
Nazorg na orgaantransplantatie met ziekenhuisopname;8465,6
Uitgebreide nazorg na orgaantransplantatie tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling;2804,83
Nazorg na orgaantransplantatie met meer dan 2 polikliniekbezoeken/ consultaties op afstand en/of dagbehandeling;1698,62
Nazorg na orgaantransplantatie met maximaal 2 polikliniekbezoeken/ consultaties op afstand;599,89
Voorbereidend onderzoek en besluitvorming bij potenti?le orgaandonor met ziekenhuisopname;4451,69
Voorbereidend onderzoek en besluitvorming tijdens polikliniekbezoek/ consultatie op afstand en/of dagbehandeling bij potenti?le orgaandonor;2995,91
Voorbereidend onderzoek met diagnostiek bij potenti?le orgaandonor;2374,44
Besluitvorming of potenti?le orgaandonor geschikt is om een (deel van een) orgaan af te staan;2179,2
Verwijderen van een deel van de darm bij orgaandonor;17364,4
Verwijderen van deel van de lever met meer dan 5 verpleegdagen bij orgaandonor;23038,39
Verwijderen van deel van de lever met maximaal 5 verpleegdagen bij orgaandonor;21582,61
Verwijderen van een nier met meer dan 5 verpleegdagen bij orgaandonor;11080,54
Verwijderen van een nier met maximaal 5 verpleegdagen bij orgaandonor;9674,98
Nazorg bij orgaandonor;763,22
Orgaantransplantatie bij ernstig falen van nier/ lever/ darm/ alvleesklier (bij kind);45615,71
Levertransplantatie mbv een overleden donor bij ernstig falen van lever;37185,37
Levertransplantatie mbv een levende donor bij ernstig falen van lever;37185,37
Gecombineerde orgaantransplantatie bij ernstig falen van nier/ lever/ darm/ alvleesklier;42166,41
Transplantatie van eigen stamcellen;15778,87
Transplantatie van stamcellen van een familiedonor met identieke afweercellen;35865,47
Behandeling/ controle na transplantatie van eigen stamcellen;8551,56
Behandeling/ controle na transplantatie van stamcellen van een familiedonor met identieke afweercellen;22397,41
Transplantatie van stamcellen van een niet-verwante donor of van een familiedonor met gedeeltelijk identieke afweercellen;30175,4
Stimuleren en oogsten van eigen stamcellen voor een stamceltransplantatie met maximaal 5 dagbehandelingen en/of verpleegdagen;8889,54
Behandeling/ controle na transplantatie van stamcellen van een niet-verwante donor of van een familiedonor met gedeeltelijk identieke afweercellen;29977,51
Transplantatie van stamcellen uit navelstrengbloed;66790,09
Stimuleren en oogsten van eigen stamcellen voor een stamceltransplantatie met 6 tot maximaal 28 dagbehandelingen en/of verpleegdagen;15577,15
Behandeling/ controle na transplantatie van stamcellen uit navelstrengbloed;38194,7
Stimuleren en oogsten van eigen stamcellen voor een stamceltransplantatie met meer dan 56 dagbehandelingen en/of verpleegdagen;86879,22
Stimuleren en oogsten van eigen stamcellen voor een stamceltransplantatie met 28 tot maximaal 56 dagbehandelingen en/of verpleegdagen;46979,8
Donorselectie binnen de familie voor een stamceltransplantatie;6949,49
Donorselectie en aankoop van stamcellen van een niet-verwante donor voor een stamceltransplantatie;65577,72
Donorselectie van een niet-verwante donor voor een stamceltransplantatie;37724,77
Selectie en aankoop van stamcellen uit navelstrengbloed voor een stamceltransplantatie;69901,88
Selectie van navelstrengbloed voor een stamceltransplantatie;52648,63
Afname van stamcellen bij een familiedonor voor een stamceltransplantatie;12252,05
Aankoop van stamcellen van een niet-verwante donor voor een stamceltransplantatie;33075,43
Aankoop van stamcellen uit navelstrengbloed voor een stamceltransplantatie;38549,27
Stimuleren en oogsten van eigen stamcellen voor een stamceltransplantatie (bij kind);8516,17
Dagbehandeling/ diagnostisch onderzoek/ meer dan 2 polikliniekbezoeken/ consultaties op afstand bij gespecialiseerde brandwondenzorg;414,75
1 tot 4 operaties bij gespecialiseerde brandwondenzorg;1877,91
meer dan 4 operaties bij gespecialiseerde brandwondenzorg;3732,55
Ziekenhuisopname met maximaal 5 verpleegdagen bij gespecialiseerde brandwondenzorg;5197,26
Ziekenhuisopname met maximaal 5 verpleegdagen met een operatie bij gespecialiseerde brandwondenzorg;10472,96
1 of 2 polikliniekbezoeken/ consultaties op afstand bij gespecialiseerde brandwondenzorg;152,6
Ziekenhuisopname met 6 tot maximaal 15 verpleegdagen bij gespecialiseerde brandwondenzorg;21138,89
Ziekenhuisopname met 6 tot maximaal 15 verpleegdagen met een operatie bij gespecialiseerde brandwondenzorg;29099,52
Ziekenhuisopname met 29 tot maximaal 56 verpleegdagen met een operatie bij gespecialiseerde brandwondenzorg;120147,33
Ziekenhuisopname met 16 tot maximaal 28 verpleegdagen bij gespecialiseerde brandwondenzorg;40229,05
Ziekenhuisopname met 16 tot maximaal 28 verpleegdagen met een operatie bij gespecialiseerde brandwondenzorg;61446,29
Ziekenhuisopname met meer dan 56 verpleegdagen bij gespecialiseerde brandwondenzorg;207395,61
Een combinatiebehandeling van chirurgie en chemotherapie bij kanker van de maag (deelname HIPECmaag-studie);52389,15
Rondpompen verwarmde chemotherapie in buikholte om achtergebleven uitzaaiingen aan te pakken (HIPEC) bij kanker van de maag (deelname HIPECmaag-studie);51866,66
Transplantatie van eigen stamcellen (deelname BRCA1-studie);15795,76
Behandeling/ controle na transplantatie van eigen stamcellen (deelname BRCA1-studie);8551,56
Stimuleren en oogsten van eigen stamcellen voor een stamceltransplantatie (deelname BRCA1-studie);14276,74
Inbrengen van een drukmeter in de longslagader (deelname CardioMEMS-studie);29827,31
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de dermatoloog;114,63
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de oogarts;126,11
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de internist;112,49
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de KNO arts;113,55
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de chirurg;134,73
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de maagdarm specialist;176,31
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de orthopeed;114,41
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de cardioloog;109,58
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de uroloog;120,43
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de longarts;146,7
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de neurochirurg;224,12
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de reumatoloog;178,01
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de cardiopulmonaal chirurg;182,26
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de allergoloog;172,43
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de neuroloog;156,68
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de radiotherapeut;180,17
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de radioloog;114,41
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de anesthesioloog;136,69
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de klinisch geneticus;176,21
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de gynaecoloog;146,28
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de kinderarts of kinderneuroloog;117,17
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de plastisch chirurg;173,49
Ziekenhuisopname i.v.m. plastische chirurgie;2568,49
Meer dan 3 polikliniekbezoeken/consultaties op afstand i.v.m. het oprekken van de huid door een plastisch chirurg;593,33
2 of 3 polikliniekbezoeken/ consultaties op afstand of onderzoek(en) of behandeling tijdens een polikliniekbezoek of dagbehandeling i.v.m. plastische chirurgie;363,84
1 polikliniekbezoek/ consultatie op afstand i.v.m. plastische chirurgie;139,32
Zeer uitgebreide operatie aan het gelaat door een plastisch chirurg;9542,24
Ingewikkelde en uitgebreide operatie van spieren/ pezen/ bloedvaten/ zenuwen door een plastisch chirurg;8823,56
Een ziekenhuisopname i.v.m. een ingewikkelde en uitgebreide operatie van spieren/ pezen/ bloedvaten/ zenuwen door een plastisch chirurg;15718,48
Grote aanhechting of transplantatie van teen/ vinger door een plastisch chirurg;14065,11
Uitgebreide operatie door een plastisch chirurg;10718,15
Ingewikkelde en zeer uitgebreide operatie van spieren/ pezen/ bloedvaten/ zenuwen door een plastisch chirurg;4168,45
Een ziekenhuisopname i.v.m. een ingewikkelde en zeer uitgebreide operatie van spieren/ pezen/ bloedvaten/ zenuwen door een plastisch chirurg;12801,8
Een ingewikkelde en uitgebreide hersteloperatie van spieren/ pezen/ bloedvaten/ zenuwen of verwijderen huid- en vetoverschot van onderlichaam en opnieuw vormgeven van billen door een plastisch chirurg;15849,4
Aanhechting van arm/been of groot herstel van spieren/ pezen/ bloedvaten/ zenuwen door een plastisch chirurg;11561,63
Groot herstel van de aangezichtszenuw door een plastisch chirurg;6785,54
Grote en zeer uitgebreide hersteloperatie door een plastisch chirurg;2116,81
Een ziekenhuisopname i.v.m. een grote en zeer uitgebreide hersteloperatie door een plastisch chirurg;7274,08
Grote en zeer uitgebreide hersteloperatie aan het lichaam door een plastisch chirurg;7285,46
Grote en zeer uitgebreide hersteloperatie aan de armen en/of benen door een plastisch chirurg;6250,24
Hersteloperatie van het oor/oren door een plastisch chirurg;3757,01
Grote en uitgebreide hersteloperatie aan de borst door een plastisch chirurg;6773,94
Grote en uitgebreide hersteloperatie van een pees of zenuw aan armen en/of benen door een plastisch chirurg;5456,53
Operatie aan de schedel door een plastisch chirurg;5263,28
Inbrengen van een silicone ballonnetje door een plastisch chirurg;2484,05
Een ziekenhuisopname i.v.m. het inbrengen van een silicone ballonnetje door een plastisch chirurg;5080,81
Borstverkleining door een plastisch chirurg;5320,23
Meerdere hersteloperaties van een pees aan armen en/of benen door een plastisch chirurg;5152,57
Facelift door een plastisch chirurg;4673,16
Grote hersteloperatie door een plastisch chirurg;1545,79
Een ziekenhuisopname i.v.m. een grote hersteloperatie door een plastisch chirurg;4823,5
Buikwand hersteloperatie door een plastisch chirurg;5801,81
Grote hersteloperatie aan armen en/of benen door een plastisch chirurg;3989,93
Grote en uitgebreide hersteloperatie aan het gelaat door een plastisch chirurg;4202,25
Hersteloperatie door een plastisch chirurg;1123,31
Middelgrote hersteloperatie door een plastisch chirurg;768,55
Een ziekenhuisopname i.v.m. een middelgrote hersteloperatie door een plastisch chirurg;4908,48
Grote en uitgebreide hersteloperatie aan het lichaam door een plastisch chirurg;8156,8
Hersteloperatie aan de armen en/of benen door een plastisch chirurg;3448,93
Grote hersteloperatie aan het gelaat door een plastisch chirurg;2777,15
Beperkte hersteloperatie door een plastisch chirurg;1932,35
Beperkte hersteloperatie aan het lichaam door een plastisch chirurg;3689,05
Middel grote hersteloperatie aan armen en/of benen door een plastisch chirurg;3126,15
Grote hersteloperatie van de neus door een plastisch chirurg;3492,58
Beperkte ingreep door een plastisch chirurg;796,44
Hersteloperatie aan armen en/of benen door een plastisch chirurg;2735,63
Rechtzetten van het neustussenschot door een plastisch chirurg;2669,23
Hersteloperatie van de borst met prothese door een plastisch chirurg;4248,98
Beperkte hersteloperatie van de armen en/of benen door een plastisch chirurg;2542,14
Middelgrote hersteloperatie aan het gelaat door een plastisch chirurg;2428,32
Middelgrote hersteloperatie aan het lichaam door een plastisch chirurg;3474,7
Verwijderen van pennen/ schroeven/ metalen platen door een plastisch chirurg;1160,64
Hersteloperatie van afwijkende stand van de oogleden door een plastisch chirurg;1388,14
Hersteloperatie van de geslachtsdelen door een plastisch chirurg;2112,13
Beperkte hersteloperatie aan de armen en/of benen door een plastisch chirurg;1195,44
Hersteloperatie van een hangend ooglid of wenkbrauw door een plastisch chirurg;1323,81
Hersteloperatie van de tepel(hof) door een plastisch chirurg;774,42
Operatief doorsnijden van een peesbandje van de vingers door een plastisch chirurg;791,16
Hersteloperatie aan het gelaat door een plastisch chirurg;2396,9
Operatieve behandeling van vernauwde voorhuid/ besnijdenis door een plastisch chirurg;1406,78
Operatieve ingreep i.v.m. carpaaltunnelsyndroom door een plastisch chirurg;857,25
Ooglidcorrectie door een plastisch chirurg;1113,99
Correctie van het oorskelet door een plastisch chirurg;2235,87
Beperkte hersteloperatie aan het gelaat door een plastisch chirurg;1171,81
Vervangen van borstprothese of opnieuw plaatsen van dezelfde borstprothese voor borstvergroting door een plastisch chirurg;3347,15
Verwijderen van borstprothese die was ingebracht voor borstvergroting door een plastisch chirurg;1470,21
Een ziekenhuisopname i.v.m. een grote en uitgebreide hersteloperatie door een plastisch chirurg of afsluiten van een bloedvat door een radioloog;4990,81
Grote en uitgebreide hersteloperatie door een plastisch chirurg of afsluiten van een bloedvat door een radioloog;2051,03
Voortraject chronische thuisbeademing bij Chronische thuisbeademing;1745,67
In- of bijstellen van thuisbeademing bij Chronische thuisbeademing;2019,99
Instellen van thuisbeademing (ingewikkeld) bij chronische thuisbeademing;12001,43
Begeleiding bij thuisbeademing (ingewikkeld) bij chronische thuisbeademing;990,1
Thuisbeademing tijdens een ziekenhuisopname bij chronische thuisbeademing;4576,96
Bijstellen van thuisbeademing tijdens een ziekenhuisopname met meer dan 5 verpleegdagen bij chronische thuisbeademing;14757,28
Instellen van thuisbeademing bij chronische thuisbeademing;5949,6
Begeleiding bij thuisbeademing bij chronische thuisbeademing;646,43
Thuisbeademing bijstellen tijdens een ziekenhuisopname van maximaal 5 verpleegdagen bij chronische thuisbeademing;6467,83
Langdurige observatie en/of poliklinische behandeling en/of consultatie(s) op afstand bij een pasgeborene (neonatologie);403,58
Ingewikkelde behandeling van pasgeborene met maximaal 5 verpleegdagen (neonatologie);2637,41
Ingewikkelde behandeling van pasgeborene met 6 tot maximaal 20 verpleegdagen (neonatologie);10998,42
Ingewikkelde behandeling van pasgeborene met 21 tot maximaal 30 verpleegdagen (neonatologie);24154,71
Ingewikkelde behandeling van pasgeborene met 31 tot maximaal 45 verpleegdagen (neonatologie);34307,29
Ingewikkelde behandeling van pasgeborene met meer dan 45 verpleegdagen (neonatologie);51208,08
Behandeling van pasgeborene met maximaal 5 verpleegdagen na een keizersnede (neonatologie);2322,22
Behandeling van pasgeborene met maximaal 5 verpleegdagen (neonatologie);1716,39
Behandeling van pasgeborene met 6 tot maximaal 20 verpleegdagen (neonatologie);8198,14
Behandeling van pasgeborene met 21 tot maximaal 30 verpleegdagen (neonatologie);20601,95
Behandeling van pasgeborene met 31 tot maximaal 45 verpleegdagen (neonatologie);31002,73
Behandeling van pasgeborene met meer dan 45 verpleegdagen (neonatologie);46993,7
Beoordeling in een longastma centrum tijdens een opname in de instelling bij een verminderd functioneren van de longen;3552,1
Beoordeling in een longastma centrum bij een verminderd functioneren van de longen;2427,33
Afgebroken behandeling in een longastma centrum bij een verminderd functioneren van de longen;9539,98
Diagnostiek tijdens de behandeling bij een verminderd functioneren van de longen (bij kind);24057,64
Basisbehandeling met extra medische problematiek en het afbouwen van medicijnen bij astma (bij kind);60533,86
Basisbehandeling met extra medische problematiek bij astma (bij kind);58456,33
Basisbehandeling met psychosociale behandeling en behandeling gericht op verbetering van lichamelijke conditie met meer dan 6 verpleegdagen bij astma (bij kind);53713,76
Basisbehandeling met behandeling gericht op verbetering van lichamelijke conditie bij astma (bij kind);64682,07
Basisbehandeling met psychosociale behandeling met opname in een instelling met meer dan 6 verpleegdagen bij astma (bij kind);50628,92
Basisbehandeling met aanvullende behandeling met meer dan 6 verpleegdagen bij astma (bij kind);42601,32
Basisbehandeling met opname in een instelling bij astma (bij kind);36328,57
Basisbehandeling met extra medische problematiek en het afbouwen van medicijnen bij astma;51064,51
Basisbehandeling met extra medische en psychosociale problematiek bij astma;43248,63
Basisbehandeling met extra medische en lichamelijke problematiek bij astma;43815,55
Basisbehandeling met extra medische problematiek bij astma;41133,01
Basisbehandeling met psychosociale behandeling en behandeling gericht op verbetering van lichamelijke conditie met meer dan 6 verpleegdagen bij astma;42297,32
Basisbehandeling met psychosociale behandeling en behandeling gericht op verbetering van lichamelijke conditie bij astma;18507,32
Basisbehandeling met behandeling gericht op verbetering van lichamelijke conditie bij Astma;41533,03
Basisbehandeling met psychosociale behandeling met meer dan 6 verpleegdagen bij astma;39982,79
Basisbehandeling met psychosociale behandeling bij astma;18561,77
Basisbehandeling met aanvullende behandeling met meer dan 6 verpleegdagen bij astma;35520,45
Basisbehandeling met aanvullende behandeling bij astma;16204,65
Basisbehandeling met opname in een instelling bij astma;27512,19
Basisbehandeling bij astma;11063,95
Basisbehandeling met extra medische en psychosociale problematiek met meer dan 6 verpleegdagen bij een chronische ontsteking van de longen;45580,46
Basisbehandeling met extra medische en lichamelijke problematiek bij een chronische ontsteking van de longen;42050,32
Basisbehandeling met extra medische problematiek bij een chronische ontsteking van de longen;34591,55
Basisbehandeling met psychosociale behandeling en behandeling gericht op verbetering van lichamelijke conditie met meer dan 6 verpleegdagen bij een chronische ontsteking van de longen;38805,81
Basisbehandeling met psychosociale behandeling en behandeling gericht op verbetering van lichamelijke conditie bij chronische ontsteking longen;18507,32
Basisbehandeling met behandeling gericht op verbetering van lichamelijke conditie met meer dan 6 verpleegdagen bij een chronische ontsteking van de longen;30272,23
Basisbehandeling met behandeling gericht op verbetering van lichamelijke conditie bij chronische ontsteking longen;19010,53
Basisbehandeling met psychosociale behandeling met meer dan 6 verpleegdagen bij een chronische ontsteking van de longen;34096,94
Basisbehandeling met psychosociale behandeling bij een chronische ontsteking van de longen;18004,11
Basisbehandeling met aanvullende behandeling met meer dan 6 verpleegdagen bij een chronische ontsteking van de longen;28292,94
Basisbehandeling met aanvullende behandeling bij een chronische ontsteking van de longen;14764,87
Basisbehandeling met opname in een instelling bij een chronische ontsteking van de longen;25188,52
Basisbehandeling bij een chronische ontsteking van de longen;10584,12
Dagbehandeling met maximaal 2 testen tijdens vervolgcontact bij allergie;836,02
Dagbehandeling met meer dan 2 testen tijdens vervolgcontact bij allergie;1299,01
Een of meerdere injecties met maximaal 2 testen tijdens vervolgcontact bij allergie;1045,64
Dagbehandeling met 1 of meer injecties met maximaal 2 testen tijdens vervolgcontact bij allergie;1661,42
Een of meerdere injecties met meer dan 2 testen tijdens vervolgcontact bij allergie;1427,32
Dagbehandeling met 1 of meer injecties met meer dan 2 testen tijdens vervolgcontact bij allergie;1888,63
Maximaal 2 testen met meer dan 2 polikliniekbezoeken/ consultaties op afstand bij allergie;722,78
Maximaal 2 testen met dagbehandeling en maximaal 2 polikliniekbezoeken/ consultaties op afstand bij allergie;1097,22
Maximaal 2 testen met dagbehandeling en meer dan 2 polikliniekbezoeken/ consultaties op afstand bij allergie;1271,17
Meer dan 2 testen met maximaal 2 polikliniekbezoeken/ consultaties op afstand bij allergie;719,9
Meer dan 2 testen met meer dan 2 polikliniekbezoeken/ consultaties op afstand bij allergie;820,86
Meer dan 2 testen met dagbehandeling en maximaal 2 polikliniekbezoeken/ consultaties op afstand bij allergie;1243,63
Meer dan 2 testen met dagbehandeling en meer dan 2 polikliniekbezoeken/ consultaties op afstand bij allergie;1543,01
Maximaal 2 testen met meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij allergie;507,79
Meer dan 2 testen met maximaal 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij allergie;508,16
Meer dan 2 testen met meer dan 2 polikliniekbezoeken/ consultaties op afstand tijdens vervolgcontact bij allergie;706,77
1 of 2 polikliniekbezoeken/ consultaties op afstand en maximaal 2 testen bij allergie;433,01
1 of 2 polikliniekbezoeken/ consultaties op afstand en maximaal 2 testen tijdens vervolgcontact bij allergie;283,75
Intensieve behandeling bij allergie;3176,16
Tijdens een ziekenhuisopname een bezoek van een ander specialisme: de revalidatiearts;172,15
Behandeling met een of meerdere zorgverleners met meer dan 296 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het bewegingsapparaat;84053,92
Behandeling met een of meerdere zorgverleners met meer dan 150 tot maximaal 296 behandeluren met meer dan 14 verpleegdagen bij een aandoening van het bewegingsapparaat;42594,03
